Threads,BlockSize,HackSize,Time_s,MFLOPS,NNZ,Matrix,Format,Mode,GFLOPS
31,-1,-1,5.696e-05,2681.33,76367,cavity10.mtx,CSR,OpenMP,2.68133
32,-1,-1,7.003e-05,2180.93,76367,cavity10.mtx,CSR,OpenMP,2.18093
33,-1,-1,6.388e-05,2390.94,76367,cavity10.mtx,CSR,OpenMP,2.39094
34,-1,-1,6.519e-05,2342.86,76367,cavity10.mtx,CSR,OpenMP,2.34286
35,-1,-1,7.188e-05,2124.7,76367,cavity10.mtx,CSR,OpenMP,2.1247
36,-1,-1,7.229e-05,2112.72,76367,cavity10.mtx,CSR,OpenMP,2.11272
37,-1,-1,9.262e-05,1649.11,76367,cavity10.mtx,CSR,OpenMP,1.6491099999999999
38,-1,-1,8.784e-05,1738.75,76367,cavity10.mtx,CSR,OpenMP,1.73875
39,-1,-1,8.502e-05,1796.34,76367,cavity10.mtx,CSR,OpenMP,1.7963399999999998
40,-1,-1,9.162e-05,1667.1,76367,cavity10.mtx,CSR,OpenMP,1.6670999999999998
1,-1,-1,0.00288426,1819.76,2624331,cop20k_A.mtx,CSR,OpenMP,1.81976
2,-1,-1,0.0017342,3026.56,2624331,cop20k_A.mtx,CSR,OpenMP,3.02656
3,-1,-1,0.00113518,4623.65,2624331,cop20k_A.mtx,CSR,OpenMP,4.62365
4,-1,-1,0.0008152,6438.47,2624331,cop20k_A.mtx,CSR,OpenMP,6.438470000000001
5,-1,-1,0.00069616,7539.5,2624331,cop20k_A.mtx,CSR,OpenMP,7.5395
6,-1,-1,0.00057455,9135.25,2624331,cop20k_A.mtx,CSR,OpenMP,9.13525
7,-1,-1,0.00055063,9532.03,2624331,cop20k_A.mtx,CSR,OpenMP,9.53203
8,-1,-1,0.0004651,11284.95,2624331,cop20k_A.mtx,CSR,OpenMP,11.28495
9,-1,-1,0.00043382,12098.79,2624331,cop20k_A.mtx,CSR,OpenMP,12.098790000000001
10,-1,-1,0.00040292,13026.47,2624331,cop20k_A.mtx,CSR,OpenMP,13.02647
11,-1,-1,0.0003951,13284.29,2624331,cop20k_A.mtx,CSR,OpenMP,13.28429
12,-1,-1,0.00033654,15595.75,2624331,cop20k_A.mtx,CSR,OpenMP,15.59575
13,-1,-1,0.00031726,16543.79,2624331,cop20k_A.mtx,CSR,OpenMP,16.54379
14,-1,-1,0.00028038,18720.1,2624331,cop20k_A.mtx,CSR,OpenMP,18.7201
15,-1,-1,0.00027232,19273.94,2624331,cop20k_A.mtx,CSR,OpenMP,19.27394
16,-1,-1,0.00026638,19703.34,2624331,cop20k_A.mtx,CSR,OpenMP,19.70334
17,-1,-1,0.0003186,16474.22,2624331,cop20k_A.mtx,CSR,OpenMP,16.474220000000003
18,-1,-1,0.00029213,17967.09,2624331,cop20k_A.mtx,CSR,OpenMP,17.96709
19,-1,-1,0.00028546,18386.46,2624331,cop20k_A.mtx,CSR,OpenMP,18.38646
20,-1,-1,0.00026917,19499.6,2624331,cop20k_A.mtx,CSR,OpenMP,19.499599999999997
21,-1,-1,0.0002709,19374.59,2624331,cop20k_A.mtx,CSR,OpenMP,19.37459
22,-1,-1,0.00026403,19879.11,2624331,cop20k_A.mtx,CSR,OpenMP,19.87911
23,-1,-1,0.00026305,19953.08,2624331,cop20k_A.mtx,CSR,OpenMP,19.953080000000003
24,-1,-1,0.00025956,20221.05,2624331,cop20k_A.mtx,CSR,OpenMP,20.221049999999998
25,-1,-1,0.00025298,20747.66,2624331,cop20k_A.mtx,CSR,OpenMP,20.74766
26,-1,-1,0.00025079,20928.82,2624331,cop20k_A.mtx,CSR,OpenMP,20.928819999999998
27,-1,-1,0.00024263,21632.07,2624331,cop20k_A.mtx,CSR,OpenMP,21.63207
28,-1,-1,0.00023546,22291.33,2624331,cop20k_A.mtx,CSR,OpenMP,22.291330000000002
29,-1,-1,0.00023631,22210.74,2624331,cop20k_A.mtx,CSR,OpenMP,22.21074
30,-1,-1,0.00023527,22309.49,2624331,cop20k_A.mtx,CSR,OpenMP,22.30949
31,-1,-1,0.00023143,22679.67,2624331,cop20k_A.mtx,CSR,OpenMP,22.679669999999998
32,-1,-1,0.00023338,22489.49,2624331,cop20k_A.mtx,CSR,OpenMP,22.48949
33,-1,-1,0.0002337,22459.01,2624331,cop20k_A.mtx,CSR,OpenMP,22.45901
34,-1,-1,0.00023102,22719.7,2624331,cop20k_A.mtx,CSR,OpenMP,22.7197
35,-1,-1,0.00022963,22856.68,2624331,cop20k_A.mtx,CSR,OpenMP,22.85668
36,-1,-1,0.00027961,18771.06,2624331,cop20k_A.mtx,CSR,OpenMP,18.771060000000002
37,-1,-1,0.00037966,13824.72,2624331,cop20k_A.mtx,CSR,OpenMP,13.82472
38,-1,-1,0.00037697,13923.15,2624331,cop20k_A.mtx,CSR,OpenMP,13.92315
39,-1,-1,0.00032908,15949.41,2624331,cop20k_A.mtx,CSR,OpenMP,15.94941
40,-1,-1,0.00037456,14012.98,2624331,cop20k_A.mtx,CSR,OpenMP,14.012979999999999
1,-1,-1,0.00861146,1900.99,8185136,PR02R.mtx,CSR,OpenMP,1.90099
2,-1,-1,0.00484084,3381.7,8185136,PR02R.mtx,CSR,OpenMP,3.3817
3,-1,-1,0.00313607,5219.99,8185136,PR02R.mtx,CSR,OpenMP,5.21999
4,-1,-1,0.00249972,6548.83,8185136,PR02R.mtx,CSR,OpenMP,6.54883
5,-1,-1,0.00201851,8110.09,8185136,PR02R.mtx,CSR,OpenMP,8.11009
6,-1,-1,0.00176956,9251.04,8185136,PR02R.mtx,CSR,OpenMP,9.251040000000001
7,-1,-1,0.00172808,9473.12,8185136,PR02R.mtx,CSR,OpenMP,9.473120000000002
8,-1,-1,0.00172108,9511.61,8185136,PR02R.mtx,CSR,OpenMP,9.511610000000001
9,-1,-1,0.00166931,9806.61,8185136,PR02R.mtx,CSR,OpenMP,9.806610000000001
10,-1,-1,0.0016789,9750.57,8185136,PR02R.mtx,CSR,OpenMP,9.75057
11,-1,-1,0.00154439,10599.85,8185136,PR02R.mtx,CSR,OpenMP,10.59985
12,-1,-1,0.00138395,11828.69,8185136,PR02R.mtx,CSR,OpenMP,11.82869
13,-1,-1,0.00128641,12725.55,8185136,PR02R.mtx,CSR,OpenMP,12.72555
14,-1,-1,0.00126516,12939.29,8185136,PR02R.mtx,CSR,OpenMP,12.939290000000002
15,-1,-1,0.00128832,12706.67,8185136,PR02R.mtx,CSR,OpenMP,12.70667
16,-1,-1,0.00129115,12678.83,8185136,PR02R.mtx,CSR,OpenMP,12.67883
17,-1,-1,0.00127191,12870.66,8185136,PR02R.mtx,CSR,OpenMP,12.870659999999999
18,-1,-1,0.00126824,12907.87,8185136,PR02R.mtx,CSR,OpenMP,12.90787
19,-1,-1,0.00127315,12858.11,8185136,PR02R.mtx,CSR,OpenMP,12.85811
20,-1,-1,0.00128074,12781.89,8185136,PR02R.mtx,CSR,OpenMP,12.781889999999999
21,-1,-1,0.00142099,11520.35,8185136,PR02R.mtx,CSR,OpenMP,11.52035
22,-1,-1,0.00138501,11819.59,8185136,PR02R.mtx,CSR,OpenMP,11.81959
23,-1,-1,0.00133451,12266.9,8185136,PR02R.mtx,CSR,OpenMP,12.2669
24,-1,-1,0.00128195,12769.85,8185136,PR02R.mtx,CSR,OpenMP,12.76985
25,-1,-1,0.00126118,12980.1,8185136,PR02R.mtx,CSR,OpenMP,12.9801
26,-1,-1,0.00124906,13106.04,8185136,PR02R.mtx,CSR,OpenMP,13.10604
27,-1,-1,0.00123448,13260.82,8185136,PR02R.mtx,CSR,OpenMP,13.260819999999999
28,-1,-1,0.00122375,13377.16,8185136,PR02R.mtx,CSR,OpenMP,13.37716
29,-1,-1,0.00123314,13275.31,8185136,PR02R.mtx,CSR,OpenMP,13.27531
30,-1,-1,0.00124677,13130.1,8185136,PR02R.mtx,CSR,OpenMP,13.1301
31,-1,-1,0.00126721,12918.32,8185136,PR02R.mtx,CSR,OpenMP,12.91832
32,-1,-1,0.00128776,12712.16,8185136,PR02R.mtx,CSR,OpenMP,12.712159999999999
33,-1,-1,0.00132079,12394.34,8185136,PR02R.mtx,CSR,OpenMP,12.39434
34,-1,-1,0.00131568,12442.4,8185136,PR02R.mtx,CSR,OpenMP,12.4424
35,-1,-1,0.00135832,12051.82,8185136,PR02R.mtx,CSR,OpenMP,12.05182
36,-1,-1,0.00137227,11929.34,8185136,PR02R.mtx,CSR,OpenMP,11.92934
37,-1,-1,0.00150053,10909.63,8185136,PR02R.mtx,CSR,OpenMP,10.90963
38,-1,-1,0.0015452,10594.26,8185136,PR02R.mtx,CSR,OpenMP,10.59426
39,-1,-1,0.00158266,10343.49,8185136,PR02R.mtx,CSR,OpenMP,10.34349
40,-1,-1,0.00171614,9539.03,8185136,PR02R.mtx,CSR,OpenMP,9.53903
1,-1,-1,0.005082,1222.17,3105536,webbase-1M.mtx,CSR,OpenMP,1.22217
2,-1,-1,0.00307928,2017.05,3105536,webbase-1M.mtx,CSR,OpenMP,2.01705
3,-1,-1,0.00205947,3015.86,3105536,webbase-1M.mtx,CSR,OpenMP,3.01586
4,-1,-1,0.00159357,3897.59,3105536,webbase-1M.mtx,CSR,OpenMP,3.89759
5,-1,-1,0.00127859,4857.73,3105536,webbase-1M.mtx,CSR,OpenMP,4.857729999999999
6,-1,-1,0.00117787,5273.15,3105536,webbase-1M.mtx,CSR,OpenMP,5.273149999999999
7,-1,-1,0.00112514,5520.25,3105536,webbase-1M.mtx,CSR,OpenMP,5.52025
8,-1,-1,0.00101483,6120.29,3105536,webbase-1M.mtx,CSR,OpenMP,6.12029
9,-1,-1,0.00096554,6432.75,3105536,webbase-1M.mtx,CSR,OpenMP,6.43275
10,-1,-1,0.0009397,6609.66,3105536,webbase-1M.mtx,CSR,OpenMP,6.60966
11,-1,-1,0.00083784,7413.21,3105536,webbase-1M.mtx,CSR,OpenMP,7.41321
12,-1,-1,0.000749,8292.45,3105536,webbase-1M.mtx,CSR,OpenMP,8.29245
13,-1,-1,0.00062346,9962.22,3105536,webbase-1M.mtx,CSR,OpenMP,9.962219999999999
14,-1,-1,0.00055821,11126.74,3105536,webbase-1M.mtx,CSR,OpenMP,11.12674
15,-1,-1,0.00050854,12213.45,3105536,webbase-1M.mtx,CSR,OpenMP,12.21345
16,-1,-1,0.00048064,12922.63,3105536,webbase-1M.mtx,CSR,OpenMP,12.92263
17,-1,-1,0.00048571,12787.69,3105536,webbase-1M.mtx,CSR,OpenMP,12.787690000000001
18,-1,-1,0.00047531,13067.34,3105536,webbase-1M.mtx,CSR,OpenMP,13.06734
19,-1,-1,0.00053532,11602.59,3105536,webbase-1M.mtx,CSR,OpenMP,11.60259
20,-1,-1,0.00050542,12288.95,3105536,webbase-1M.mtx,CSR,OpenMP,12.288950000000002
21,-1,-1,0.0004886,12711.96,3105536,webbase-1M.mtx,CSR,OpenMP,12.71196
22,-1,-1,0.00049066,12658.5,3105536,webbase-1M.mtx,CSR,OpenMP,12.6585
23,-1,-1,0.0004819,12888.68,3105536,webbase-1M.mtx,CSR,OpenMP,12.88868
24,-1,-1,0.00049459,12557.98,3105536,webbase-1M.mtx,CSR,OpenMP,12.557979999999999
25,-1,-1,0.00047934,12957.57,3105536,webbase-1M.mtx,CSR,OpenMP,12.95757
26,-1,-1,0.00048953,12687.76,3105536,webbase-1M.mtx,CSR,OpenMP,12.68776
27,-1,-1,0.00047935,12957.37,3105536,webbase-1M.mtx,CSR,OpenMP,12.957370000000001
28,-1,-1,0.00048579,12785.43,3105536,webbase-1M.mtx,CSR,OpenMP,12.78543
29,-1,-1,0.00048447,12820.26,3105536,webbase-1M.mtx,CSR,OpenMP,12.820260000000001
30,-1,-1,0.00048149,12899.62,3105536,webbase-1M.mtx,CSR,OpenMP,12.89962
31,-1,-1,0.00049366,12581.64,3105536,webbase-1M.mtx,CSR,OpenMP,12.58164
32,-1,-1,0.0004523,13732.12,3105536,webbase-1M.mtx,CSR,OpenMP,13.73212
33,-1,-1,0.00042664,14558.01,3105536,webbase-1M.mtx,CSR,OpenMP,14.55801
34,-1,-1,0.00039497,15725.36,3105536,webbase-1M.mtx,CSR,OpenMP,15.72536
35,-1,-1,0.00039372,15775.18,3105536,webbase-1M.mtx,CSR,OpenMP,15.77518
36,-1,-1,0.00038667,16062.88,3105536,webbase-1M.mtx,CSR,OpenMP,16.06288
37,-1,-1,0.00056589,10975.82,3105536,webbase-1M.mtx,CSR,OpenMP,10.97582
38,-1,-1,0.00056248,11042.21,3105536,webbase-1M.mtx,CSR,OpenMP,11.042209999999999
39,-1,-1,0.0005697,10902.37,3105536,webbase-1M.mtx,CSR,OpenMP,10.902370000000001
40,-1,-1,0.00058499,10617.4,3105536,webbase-1M.mtx,CSR,OpenMP,10.6174
1,-1,-1,0.00011086,1844.63,102252,mhd4800a.mtx,CSR,OpenMP,1.8446300000000002
2,-1,-1,7.885e-05,2593.56,102252,mhd4800a.mtx,CSR,OpenMP,2.59356
3,-1,-1,9.02e-05,2267.13,102252,mhd4800a.mtx,CSR,OpenMP,2.2671300000000003
4,-1,-1,3.43e-05,5962.95,102252,mhd4800a.mtx,CSR,OpenMP,5.96295
5,-1,-1,2.726e-05,7502.08,102252,mhd4800a.mtx,CSR,OpenMP,7.50208
6,-1,-1,2.341e-05,8735.51,102252,mhd4800a.mtx,CSR,OpenMP,8.73551
7,-1,-1,2.392e-05,8549.67,102252,mhd4800a.mtx,CSR,OpenMP,8.54967
8,-1,-1,2.847e-05,7182.21,102252,mhd4800a.mtx,CSR,OpenMP,7.18221
9,-1,-1,1.928e-05,10606.31,102252,mhd4800a.mtx,CSR,OpenMP,10.606309999999999
10,-1,-1,2.519e-05,8119.11,102252,mhd4800a.mtx,CSR,OpenMP,8.11911
11,-1,-1,3.751e-05,5452.62,102252,mhd4800a.mtx,CSR,OpenMP,5.45262
12,-1,-1,3.494e-05,5853.71,102252,mhd4800a.mtx,CSR,OpenMP,5.85371
13,-1,-1,3.512e-05,5823.78,102252,mhd4800a.mtx,CSR,OpenMP,5.82378
14,-1,-1,3.626e-05,5639.45,102252,mhd4800a.mtx,CSR,OpenMP,5.63945
15,-1,-1,3.715e-05,5505.33,102252,mhd4800a.mtx,CSR,OpenMP,5.50533
16,-1,-1,3.637e-05,5623.45,102252,mhd4800a.mtx,CSR,OpenMP,5.62345
17,-1,-1,0.00013764,1485.76,102252,mhd4800a.mtx,CSR,OpenMP,1.48576
18,-1,-1,4.787e-05,4271.74,102252,mhd4800a.mtx,CSR,OpenMP,4.271739999999999
19,-1,-1,4.862e-05,4205.99,102252,mhd4800a.mtx,CSR,OpenMP,4.20599
20,-1,-1,5.265e-05,3884.0,102252,mhd4800a.mtx,CSR,OpenMP,3.884
21,-1,-1,5.321e-05,3843.35,102252,mhd4800a.mtx,CSR,OpenMP,3.84335
22,-1,-1,4.929e-05,4148.68,102252,mhd4800a.mtx,CSR,OpenMP,4.148680000000001
23,-1,-1,4.929e-05,4149.26,102252,mhd4800a.mtx,CSR,OpenMP,4.14926
24,-1,-1,6.051e-05,3379.66,102252,mhd4800a.mtx,CSR,OpenMP,3.37966
25,-1,-1,5.445e-05,3755.91,102252,mhd4800a.mtx,CSR,OpenMP,3.7559099999999996
26,-1,-1,5.952e-05,3435.87,102252,mhd4800a.mtx,CSR,OpenMP,3.43587
27,-1,-1,6.622e-05,3088.22,102252,mhd4800a.mtx,CSR,OpenMP,3.0882199999999997
28,-1,-1,5.764e-05,3548.2,102252,mhd4800a.mtx,CSR,OpenMP,3.5482
29,-1,-1,5.72e-05,3575.47,102252,mhd4800a.mtx,CSR,OpenMP,3.5754699999999997
30,-1,-1,6.147e-05,3326.92,102252,mhd4800a.mtx,CSR,OpenMP,3.32692
31,-1,-1,6.263e-05,3265.26,102252,mhd4800a.mtx,CSR,OpenMP,3.26526
32,-1,-1,6.155e-05,3322.45,102252,mhd4800a.mtx,CSR,OpenMP,3.32245
33,-1,-1,6.816e-05,3000.51,102252,mhd4800a.mtx,CSR,OpenMP,3.0005100000000002
34,-1,-1,6.818e-05,2999.68,102252,mhd4800a.mtx,CSR,OpenMP,2.9996799999999997
35,-1,-1,7.098e-05,2881.19,102252,mhd4800a.mtx,CSR,OpenMP,2.88119
36,-1,-1,7.173e-05,2851.01,102252,mhd4800a.mtx,CSR,OpenMP,2.85101
37,-1,-1,8.788e-05,2326.96,102252,mhd4800a.mtx,CSR,OpenMP,2.32696
38,-1,-1,9.508e-05,2150.9,102252,mhd4800a.mtx,CSR,OpenMP,2.1509
39,-1,-1,9.374e-05,2181.5,102252,mhd4800a.mtx,CSR,OpenMP,2.1815
40,-1,-1,9.453e-05,2163.3,102252,mhd4800a.mtx,CSR,OpenMP,2.1633
1,-1,-1,0.01836454,1911.37,17550675,af_1_k101.mtx,CSR,OpenMP,1.9113699999999998
2,-1,-1,0.01001833,3503.71,17550675,af_1_k101.mtx,CSR,OpenMP,3.50371
3,-1,-1,0.00667416,5259.29,17550675,af_1_k101.mtx,CSR,OpenMP,5.25929
4,-1,-1,0.00518431,6770.69,17550675,af_1_k101.mtx,CSR,OpenMP,6.770689999999999
5,-1,-1,0.00436057,8049.71,17550675,af_1_k101.mtx,CSR,OpenMP,8.04971
6,-1,-1,0.00414112,8476.3,17550675,af_1_k101.mtx,CSR,OpenMP,8.476299999999998
7,-1,-1,0.00420179,8353.91,17550675,af_1_k101.mtx,CSR,OpenMP,8.353909999999999
8,-1,-1,0.00408936,8583.57,17550675,af_1_k101.mtx,CSR,OpenMP,8.58357
9,-1,-1,0.00402159,8728.22,17550675,af_1_k101.mtx,CSR,OpenMP,8.728219999999999
10,-1,-1,0.00402711,8716.26,17550675,af_1_k101.mtx,CSR,OpenMP,8.71626
11,-1,-1,0.00390427,8990.49,17550675,af_1_k101.mtx,CSR,OpenMP,8.99049
12,-1,-1,0.00376933,9312.36,17550675,af_1_k101.mtx,CSR,OpenMP,9.31236
13,-1,-1,0.00370686,9469.3,17550675,af_1_k101.mtx,CSR,OpenMP,9.469299999999999
14,-1,-1,0.00372307,9428.05,17550675,af_1_k101.mtx,CSR,OpenMP,9.428049999999999
15,-1,-1,0.00373829,9389.68,17550675,af_1_k101.mtx,CSR,OpenMP,9.38968
16,-1,-1,0.00374138,9381.92,17550675,af_1_k101.mtx,CSR,OpenMP,9.381920000000001
17,-1,-1,0.00389235,9018.03,17550675,af_1_k101.mtx,CSR,OpenMP,9.018030000000001
18,-1,-1,0.00384331,9133.1,17550675,af_1_k101.mtx,CSR,OpenMP,9.1331
19,-1,-1,0.00380715,9219.85,17550675,af_1_k101.mtx,CSR,OpenMP,9.219850000000001
20,-1,-1,0.00389404,9014.12,17550675,af_1_k101.mtx,CSR,OpenMP,9.01412
21,-1,-1,0.00407269,8618.71,17550675,af_1_k101.mtx,CSR,OpenMP,8.618709999999998
22,-1,-1,0.00401186,8749.4,17550675,af_1_k101.mtx,CSR,OpenMP,8.7494
23,-1,-1,0.00390475,8989.39,17550675,af_1_k101.mtx,CSR,OpenMP,8.98939
24,-1,-1,0.00393432,8921.84,17550675,af_1_k101.mtx,CSR,OpenMP,8.92184
25,-1,-1,0.00393502,8920.26,17550675,af_1_k101.mtx,CSR,OpenMP,8.92026
26,-1,-1,0.00389382,9014.62,17550675,af_1_k101.mtx,CSR,OpenMP,9.01462
27,-1,-1,0.00388816,9027.76,17550675,af_1_k101.mtx,CSR,OpenMP,9.02776
28,-1,-1,0.00390033,8999.59,17550675,af_1_k101.mtx,CSR,OpenMP,8.99959
29,-1,-1,0.00389583,9009.98,17550675,af_1_k101.mtx,CSR,OpenMP,9.009979999999999
30,-1,-1,0.0039797,8820.09,17550675,af_1_k101.mtx,CSR,OpenMP,8.82009
31,-1,-1,0.00403233,8704.99,17550675,af_1_k101.mtx,CSR,OpenMP,8.70499
32,-1,-1,0.00411138,8537.6,17550675,af_1_k101.mtx,CSR,OpenMP,8.537600000000001
33,-1,-1,0.00431855,8128.05,17550675,af_1_k101.mtx,CSR,OpenMP,8.12805
34,-1,-1,0.00425828,8243.08,17550675,af_1_k101.mtx,CSR,OpenMP,8.243079999999999
35,-1,-1,0.00406359,8638.02,17550675,af_1_k101.mtx,CSR,OpenMP,8.638020000000001
36,-1,-1,0.004045,8677.72,17550675,af_1_k101.mtx,CSR,OpenMP,8.677719999999999
37,-1,-1,0.00407909,8605.19,17550675,af_1_k101.mtx,CSR,OpenMP,8.60519
38,-1,-1,0.00433373,8099.57,17550675,af_1_k101.mtx,CSR,OpenMP,8.09957
39,-1,-1,0.00432366,8118.44,17550675,af_1_k101.mtx,CSR,OpenMP,8.11844
40,-1,-1,0.00456503,7689.18,17550675,af_1_k101.mtx,CSR,OpenMP,7.68918
1,-1,-1,0.00043693,1962.11,428650,bcsstk17.mtx,CSR,OpenMP,1.9621099999999998
2,-1,-1,0.00027506,3116.77,428650,bcsstk17.mtx,CSR,OpenMP,3.11677
3,-1,-1,0.0001758,4876.5,428650,bcsstk17.mtx,CSR,OpenMP,4.8765
4,-1,-1,0.00013479,6360.04,428650,bcsstk17.mtx,CSR,OpenMP,6.36004
5,-1,-1,0.00010983,7805.61,428650,bcsstk17.mtx,CSR,OpenMP,7.80561
6,-1,-1,9.248e-05,9270.47,428650,bcsstk17.mtx,CSR,OpenMP,9.27047
7,-1,-1,8.456e-05,10138.88,428650,bcsstk17.mtx,CSR,OpenMP,10.138879999999999
8,-1,-1,7.477e-05,11465.53,428650,bcsstk17.mtx,CSR,OpenMP,11.465530000000001
9,-1,-1,6.875e-05,12469.34,428650,bcsstk17.mtx,CSR,OpenMP,12.46934
10,-1,-1,6.263e-05,13688.26,428650,bcsstk17.mtx,CSR,OpenMP,13.68826
11,-1,-1,7.343e-05,11674.69,428650,bcsstk17.mtx,CSR,OpenMP,11.67469
12,-1,-1,6.761e-05,12680.3,428650,bcsstk17.mtx,CSR,OpenMP,12.680299999999999
13,-1,-1,6.652e-05,12887.8,428650,bcsstk17.mtx,CSR,OpenMP,12.887799999999999
14,-1,-1,6.375e-05,13447.3,428650,bcsstk17.mtx,CSR,OpenMP,13.447299999999998
15,-1,-1,6.196e-05,13836.15,428650,bcsstk17.mtx,CSR,OpenMP,13.83615
16,-1,-1,6.535e-05,13119.31,428650,bcsstk17.mtx,CSR,OpenMP,13.119309999999999
17,-1,-1,6.231e-05,13757.94,428650,bcsstk17.mtx,CSR,OpenMP,13.757940000000001
18,-1,-1,9.633e-05,8899.65,428650,bcsstk17.mtx,CSR,OpenMP,8.89965
19,-1,-1,7.466e-05,11482.72,428650,bcsstk17.mtx,CSR,OpenMP,11.482719999999999
20,-1,-1,6.917e-05,12394.86,428650,bcsstk17.mtx,CSR,OpenMP,12.394860000000001
21,-1,-1,8.163e-05,10502.21,428650,bcsstk17.mtx,CSR,OpenMP,10.50221
22,-1,-1,7.942e-05,10794.05,428650,bcsstk17.mtx,CSR,OpenMP,10.794049999999999
23,-1,-1,8.288e-05,10344.05,428650,bcsstk17.mtx,CSR,OpenMP,10.34405
24,-1,-1,8.184e-05,10474.84,428650,bcsstk17.mtx,CSR,OpenMP,10.47484
25,-1,-1,7.86e-05,10907.01,428650,bcsstk17.mtx,CSR,OpenMP,10.90701
26,-1,-1,8.5e-05,10085.69,428650,bcsstk17.mtx,CSR,OpenMP,10.085690000000001
27,-1,-1,7.753e-05,11057.84,428650,bcsstk17.mtx,CSR,OpenMP,11.05784
28,-1,-1,7.624e-05,11244.76,428650,bcsstk17.mtx,CSR,OpenMP,11.24476
29,-1,-1,7.912e-05,10835.98,428650,bcsstk17.mtx,CSR,OpenMP,10.83598
30,-1,-1,8.083e-05,10606.72,428650,bcsstk17.mtx,CSR,OpenMP,10.60672
31,-1,-1,8.498e-05,10088.81,428650,bcsstk17.mtx,CSR,OpenMP,10.088809999999999
32,-1,-1,8.133e-05,10541.52,428650,bcsstk17.mtx,CSR,OpenMP,10.54152
33,-1,-1,8.24e-05,10404.61,428650,bcsstk17.mtx,CSR,OpenMP,10.40461
34,-1,-1,8.657e-05,9902.72,428650,bcsstk17.mtx,CSR,OpenMP,9.902719999999999
35,-1,-1,8.81e-05,9730.75,428650,bcsstk17.mtx,CSR,OpenMP,9.73075
36,-1,-1,8.92e-05,9611.45,428650,bcsstk17.mtx,CSR,OpenMP,9.611450000000001
37,-1,-1,8.723e-05,9827.59,428650,bcsstk17.mtx,CSR,OpenMP,9.82759
38,-1,-1,0.0001345,6373.92,428650,bcsstk17.mtx,CSR,OpenMP,6.37392
39,-1,-1,0.00013096,6546.14,428650,bcsstk17.mtx,CSR,OpenMP,6.54614
40,-1,-1,0.00013918,6159.6,428650,bcsstk17.mtx,CSR,OpenMP,6.1596
1,-1,-1,0.00113009,1796.6,1015156,olafu.mtx,CSR,OpenMP,1.7966
2,-1,-1,0.00064993,3123.89,1015156,olafu.mtx,CSR,OpenMP,3.12389
3,-1,-1,0.00044277,4585.49,1015156,olafu.mtx,CSR,OpenMP,4.58549
4,-1,-1,0.00033382,6082.05,1015156,olafu.mtx,CSR,OpenMP,6.082050000000001
5,-1,-1,0.00027051,7505.43,1015156,olafu.mtx,CSR,OpenMP,7.5054300000000005
6,-1,-1,0.0002263,8971.89,1015156,olafu.mtx,CSR,OpenMP,8.97189
7,-1,-1,0.0002411,8420.96,1015156,olafu.mtx,CSR,OpenMP,8.42096
8,-1,-1,0.00017715,11460.88,1015156,olafu.mtx,CSR,OpenMP,11.46088
9,-1,-1,0.00015784,12862.78,1015156,olafu.mtx,CSR,OpenMP,12.86278
10,-1,-1,0.00014263,14234.33,1015156,olafu.mtx,CSR,OpenMP,14.23433
11,-1,-1,0.00013501,15037.93,1015156,olafu.mtx,CSR,OpenMP,15.037930000000001
12,-1,-1,0.00013244,15330.2,1015156,olafu.mtx,CSR,OpenMP,15.330200000000001
13,-1,-1,0.00012685,16005.77,1015156,olafu.mtx,CSR,OpenMP,16.005770000000002
14,-1,-1,0.00012152,16706.96,1015156,olafu.mtx,CSR,OpenMP,16.70696
15,-1,-1,0.00011915,17039.48,1015156,olafu.mtx,CSR,OpenMP,17.03948
16,-1,-1,0.00011404,17804.16,1015156,olafu.mtx,CSR,OpenMP,17.80416
17,-1,-1,0.00011267,18019.44,1015156,olafu.mtx,CSR,OpenMP,18.01944
18,-1,-1,0.00017045,11911.7,1015156,olafu.mtx,CSR,OpenMP,11.911700000000002
19,-1,-1,0.00012477,16272.55,1015156,olafu.mtx,CSR,OpenMP,16.27255
20,-1,-1,0.00012062,16832.27,1015156,olafu.mtx,CSR,OpenMP,16.83227
21,-1,-1,0.00013,15617.25,1015156,olafu.mtx,CSR,OpenMP,15.61725
22,-1,-1,0.0001234,16453.26,1015156,olafu.mtx,CSR,OpenMP,16.453259999999997
23,-1,-1,0.00012328,16469.74,1015156,olafu.mtx,CSR,OpenMP,16.46974
24,-1,-1,0.00012062,16832.55,1015156,olafu.mtx,CSR,OpenMP,16.832549999999998
25,-1,-1,0.00011613,17483.24,1015156,olafu.mtx,CSR,OpenMP,17.483240000000002
26,-1,-1,0.00011637,17446.95,1015156,olafu.mtx,CSR,OpenMP,17.44695
27,-1,-1,0.0001129,17982.51,1015156,olafu.mtx,CSR,OpenMP,17.982509999999998
28,-1,-1,0.00011048,18376.91,1015156,olafu.mtx,CSR,OpenMP,18.37691
29,-1,-1,0.00011001,18456.01,1015156,olafu.mtx,CSR,OpenMP,18.45601
30,-1,-1,0.00011152,18206.49,1015156,olafu.mtx,CSR,OpenMP,18.206490000000002
31,-1,-1,0.00010882,18657.14,1015156,olafu.mtx,CSR,OpenMP,18.65714
32,-1,-1,0.00011284,17992.46,1015156,olafu.mtx,CSR,OpenMP,17.992459999999998
33,-1,-1,0.00011766,17255.33,1015156,olafu.mtx,CSR,OpenMP,17.25533
