Threads,BlockSize,HackSize,Time_s,MFLOPS,NNZ,Matrix,Format,Mode,GFLOPS
-1,1024,32,6.233e-05,39624.1,1234877,amazon0302.mtx,HLL,CUDA,39.6241
-1,128,32,0.00010465,214.93,11246,adder_dcop_32.mtx,HLL,CUDA,0.21493
-1,256,32,0.0001096,205.22,11246,adder_dcop_32.mtx,HLL,CUDA,0.20521999999999999
-1,512,32,0.00010986,204.74,11246,adder_dcop_32.mtx,HLL,CUDA,0.20474
-1,1024,32,0.00011112,202.41,11246,adder_dcop_32.mtx,HLL,CUDA,0.20241
-1,128,32,1.801e-05,47834.49,430740,FEM_3D_thermal1.mtx,HLL,CUDA,47.834489999999995
-1,256,32,1.655e-05,52041.85,430740,FEM_3D_thermal1.mtx,HLL,CUDA,52.04185
-1,512,32,1.714e-05,50254.34,430740,FEM_3D_thermal1.mtx,HLL,CUDA,50.25434
-1,1024,32,1.932e-05,44593.75,430740,FEM_3D_thermal1.mtx,HLL,CUDA,44.59375
-1,128,32,2.265e-05,25985.09,294276,raefsky2.mtx,HLL,CUDA,25.98509
-1,256,32,2.118e-05,27782.86,294276,raefsky2.mtx,HLL,CUDA,27.78286
-1,512,32,2.356e-05,24979.29,294276,raefsky2.mtx,HLL,CUDA,24.979290000000002
-1,1024,32,3.356e-05,17536.47,294276,raefsky2.mtx,HLL,CUDA,17.53647
-1,128,32,0.0002823,60787.75,8580313,thermal2.mtx,HLL,CUDA,60.78775
-1,256,32,0.00028747,59696.28,8580313,thermal2.mtx,HLL,CUDA,59.69628
-1,512,32,0.00028565,60076.13,8580313,thermal2.mtx,HLL,CUDA,60.07613
-1,1024,32,0.00030272,56687.52,8580313,thermal2.mtx,HLL,CUDA,56.68752
-1,128,32,1.34e-05,1277.45,8562,mhda416.mtx,HLL,CUDA,1.27745
-1,256,32,1.216e-05,1408.22,8562,mhda416.mtx,HLL,CUDA,1.40822
-1,512,32,1.259e-05,1359.91,8562,mhda416.mtx,HLL,CUDA,1.3599100000000002
-1,1024,32,1.256e-05,1363.72,8562,mhda416.mtx,HLL,CUDA,1.36372
-1,128,64,0.00014066,43847.77,3083796,roadNet-PA.mtx,HLL,CUDA,43.84777
-1,256,64,0.00013852,44525.44,3083796,roadNet-PA.mtx,HLL,CUDA,44.52544
-1,512,64,0.0001429,43160.44,3083796,roadNet-PA.mtx,HLL,CUDA,43.16044
-1,1024,64,0.0001554,39687.27,3083796,roadNet-PA.mtx,HLL,CUDA,39.68727
-1,128,64,0.00278394,91385.72,127206144,Cube_Coup_dt0.mtx,HLL,CUDA,91.38572
-1,256,64,0.00278339,91403.79,127206144,Cube_Coup_dt0.mtx,HLL,CUDA,91.40378999999999
-1,512,64,0.00277837,91568.76,127206144,Cube_Coup_dt0.mtx,HLL,CUDA,91.56876
-1,1024,64,0.00277445,91698.24,127206144,Cube_Coup_dt0.mtx,HLL,CUDA,91.69824
-1,128,64,1.942e-05,2511.33,24382,mcfe.mtx,HLL,CUDA,2.51133
-1,256,64,1.721e-05,2833.01,24382,mcfe.mtx,HLL,CUDA,2.8330100000000003
-1,512,64,1.798e-05,2712.0,24382,mcfe.mtx,HLL,CUDA,2.712
-1,1024,64,2.028e-05,2404.73,24382,mcfe.mtx,HLL,CUDA,2.40473
-1,128,64,0.00012304,20699.32,1273389,mac_econ_fwd500.mtx,HLL,CUDA,20.69932
-1,256,64,0.00012088,21068.65,1273389,mac_econ_fwd500.mtx,HLL,CUDA,21.06865
-1,512,64,0.00012811,19879.31,1273389,mac_econ_fwd500.mtx,HLL,CUDA,19.87931
-1,1024,64,0.0001311,19426.11,1273389,mac_econ_fwd500.mtx,HLL,CUDA,19.42611
-1,128,64,0.00011843,67677.65,4007383,cant.mtx,HLL,CUDA,67.67765
-1,256,64,0.00011682,68606.41,4007383,cant.mtx,HLL,CUDA,68.60641
-1,512,64,0.00011655,68768.41,4007383,cant.mtx,HLL,CUDA,68.76841
-1,1024,64,0.00011892,67395.38,4007383,cant.mtx,HLL,CUDA,67.39538
-1,128,64,1.144e-05,1285.85,7353,west2021.mtx,HLL,CUDA,1.28585
-1,256,64,1.044e-05,1408.4,7353,west2021.mtx,HLL,CUDA,1.4084
-1,512,64,1.09e-05,1349.27,7353,west2021.mtx,HLL,CUDA,1.34927
-1,1024,64,1.2e-05,1225.83,7353,west2021.mtx,HLL,CUDA,1.22583
-1,128,64,1.718e-05,8889.81,76367,cavity10.mtx,HLL,CUDA,8.889809999999999
-1,256,64,1.695e-05,9010.64,76367,cavity10.mtx,HLL,CUDA,9.010639999999999
-1,512,64,1.852e-05,8244.84,76367,cavity10.mtx,HLL,CUDA,8.24484
-1,1024,64,2.391e-05,6388.62,76367,cavity10.mtx,HLL,CUDA,6.3886199999999995
-1,128,64,9.051e-05,57990.63,2624331,cop20k_A.mtx,HLL,CUDA,57.990629999999996
-1,256,64,8.999e-05,58324.69,2624331,cop20k_A.mtx,HLL,CUDA,58.324690000000004
-1,512,64,9.037e-05,58080.98,2624331,cop20k_A.mtx,HLL,CUDA,58.080980000000004
-1,1024,64,9.082e-05,57794.46,2624331,cop20k_A.mtx,HLL,CUDA,57.79446
-1,128,64,0.00025184,65002.67,8185136,PR02R.mtx,HLL,CUDA,65.00267
-1,256,64,0.00025011,65451.77,8185136,PR02R.mtx,HLL,CUDA,65.45177
-1,512,64,0.0002504,65375.65,8185136,PR02R.mtx,HLL,CUDA,65.37565000000001
-1,1024,64,0.00025197,64968.0,8185136,PR02R.mtx,HLL,CUDA,64.968
-1,128,64,0.00081817,7591.39,3105536,webbase-1M.mtx,HLL,CUDA,7.5913900000000005
-1,256,64,0.00081481,7622.7,3105536,webbase-1M.mtx,HLL,CUDA,7.6227
-1,512,64,0.00079617,7801.16,3105536,webbase-1M.mtx,HLL,CUDA,7.801159999999999
-1,1024,64,0.00076371,8132.81,3105536,webbase-1M.mtx,HLL,CUDA,8.132810000000001
-1,128,64,1.513e-05,13513.96,102252,mhd4800a.mtx,HLL,CUDA,13.513959999999999
-1,256,64,1.359e-05,15044.14,102252,mhd4800a.mtx,HLL,CUDA,15.044139999999999
-1,512,64,1.441e-05,14192.21,102252,mhd4800a.mtx,HLL,CUDA,14.19221
-1,1024,64,1.796e-05,11387.65,102252,mhd4800a.mtx,HLL,CUDA,11.387649999999999
-1,128,64,0.00039276,89370.63,17550675,af_1_k101.mtx,HLL,CUDA,89.37063
-1,256,64,0.0003906,89864.1,17550675,af_1_k101.mtx,HLL,CUDA,89.86410000000001
-1,512,64,0.00039217,89504.81,17550675,af_1_k101.mtx,HLL,CUDA,89.50480999999999
-1,1024,64,0.00040548,86566.38,17550675,af_1_k101.mtx,HLL,CUDA,86.56638000000001
-1,128,64,3.757e-05,22819.95,428650,bcsstk17.mtx,HLL,CUDA,22.819950000000002
