Threads,BlockSize,HackSize,Time_s,MFLOPS,NNZ,Matrix,Format,Mode,GFLOPS
21,-1,16,5.572e-05,2043.63,56934,rdist2.mtx,HLL,OpenMP,2.0436300000000003
22,-1,16,5.505e-05,2068.55,56934,rdist2.mtx,HLL,OpenMP,2.06855
23,-1,16,5.114e-05,2226.58,56934,rdist2.mtx,HLL,OpenMP,2.22658
24,-1,16,5.885e-05,1934.9,56934,rdist2.mtx,HLL,OpenMP,1.9349
25,-1,16,6.311e-05,1804.33,56934,rdist2.mtx,HLL,OpenMP,1.80433
26,-1,16,5.812e-05,1959.1,56934,rdist2.mtx,HLL,OpenMP,1.9590999999999998
27,-1,16,6.393e-05,1781.19,56934,rdist2.mtx,HLL,OpenMP,1.78119
28,-1,16,6.526e-05,1744.85,56934,rdist2.mtx,HLL,OpenMP,1.74485
29,-1,16,6.509e-05,1749.5,56934,rdist2.mtx,HLL,OpenMP,1.7495
30,-1,16,6.557e-05,1736.53,56934,rdist2.mtx,HLL,OpenMP,1.73653
31,-1,16,6.934e-05,1642.19,56934,rdist2.mtx,HLL,OpenMP,1.64219
32,-1,16,6.651e-05,1712.02,56934,rdist2.mtx,HLL,OpenMP,1.7120199999999999
33,-1,16,6.823e-05,1668.97,56934,rdist2.mtx,HLL,OpenMP,1.66897
34,-1,16,7.534e-05,1511.32,56934,rdist2.mtx,HLL,OpenMP,1.51132
35,-1,16,7.317e-05,1556.11,56934,rdist2.mtx,HLL,OpenMP,1.5561099999999999
36,-1,16,7.796e-05,1460.53,56934,rdist2.mtx,HLL,OpenMP,1.4605299999999999
37,-1,16,7.937e-05,1434.64,56934,rdist2.mtx,HLL,OpenMP,1.4346400000000001
38,-1,16,8.302e-05,1371.51,56934,rdist2.mtx,HLL,OpenMP,1.37151
39,-1,16,7.885e-05,1444.02,56934,rdist2.mtx,HLL,OpenMP,1.44402
40,-1,16,8.992e-05,1266.37,56934,rdist2.mtx,HLL,OpenMP,1.26637
1,-1,16,0.05281687,1086.95,28704672,nlpkkt80.mtx,HLL,OpenMP,1.08695
2,-1,16,0.02701576,2125.03,28704672,nlpkkt80.mtx,HLL,OpenMP,2.12503
3,-1,16,0.01899873,3021.75,28704672,nlpkkt80.mtx,HLL,OpenMP,3.02175
4,-1,16,0.01463121,3923.76,28704672,nlpkkt80.mtx,HLL,OpenMP,3.92376
5,-1,16,0.01229946,4667.63,28704672,nlpkkt80.mtx,HLL,OpenMP,4.66763
6,-1,16,0.01061538,5408.13,28704672,nlpkkt80.mtx,HLL,OpenMP,5.40813
7,-1,16,0.00947149,6061.28,28704672,nlpkkt80.mtx,HLL,OpenMP,6.06128
8,-1,16,0.00859497,6679.41,28704672,nlpkkt80.mtx,HLL,OpenMP,6.67941
9,-1,16,0.00818018,7018.1,28704672,nlpkkt80.mtx,HLL,OpenMP,7.0181000000000004
10,-1,16,0.0077566,7401.35,28704672,nlpkkt80.mtx,HLL,OpenMP,7.401350000000001
11,-1,16,0.00741413,7743.23,28704672,nlpkkt80.mtx,HLL,OpenMP,7.74323
12,-1,16,0.00722207,7949.15,28704672,nlpkkt80.mtx,HLL,OpenMP,7.9491499999999995
13,-1,16,0.00721483,7957.13,28704672,nlpkkt80.mtx,HLL,OpenMP,7.95713
14,-1,16,0.00708066,8107.91,28704672,nlpkkt80.mtx,HLL,OpenMP,8.10791
15,-1,16,0.00707819,8110.74,28704672,nlpkkt80.mtx,HLL,OpenMP,8.11074
16,-1,16,0.00697132,8235.08,28704672,nlpkkt80.mtx,HLL,OpenMP,8.23508
17,-1,16,0.00696609,8241.25,28704672,nlpkkt80.mtx,HLL,OpenMP,8.24125
18,-1,16,0.00695268,8257.15,28704672,nlpkkt80.mtx,HLL,OpenMP,8.25715
19,-1,16,0.00707067,8119.37,28704672,nlpkkt80.mtx,HLL,OpenMP,8.11937
20,-1,16,0.00709841,8087.63,28704672,nlpkkt80.mtx,HLL,OpenMP,8.08763
21,-1,16,0.00762449,7529.6,28704672,nlpkkt80.mtx,HLL,OpenMP,7.5296
22,-1,16,0.00759475,7559.09,28704672,nlpkkt80.mtx,HLL,OpenMP,7.55909
23,-1,16,0.0074686,7686.76,28704672,nlpkkt80.mtx,HLL,OpenMP,7.6867600000000005
24,-1,16,0.00733482,7826.96,28704672,nlpkkt80.mtx,HLL,OpenMP,7.82696
25,-1,16,0.00721696,7954.78,28704672,nlpkkt80.mtx,HLL,OpenMP,7.9547799999999995
26,-1,16,0.00714003,8040.49,28704672,nlpkkt80.mtx,HLL,OpenMP,8.04049
27,-1,16,0.007051,8142.01,28704672,nlpkkt80.mtx,HLL,OpenMP,8.14201
28,-1,16,0.00710802,8076.69,28704672,nlpkkt80.mtx,HLL,OpenMP,8.07669
29,-1,16,0.00712857,8053.41,28704672,nlpkkt80.mtx,HLL,OpenMP,8.05341
30,-1,16,0.00706697,8123.62,28704672,nlpkkt80.mtx,HLL,OpenMP,8.12362
31,-1,16,0.0071209,8062.1,28704672,nlpkkt80.mtx,HLL,OpenMP,8.062100000000001
32,-1,16,0.00713455,8046.67,28704672,nlpkkt80.mtx,HLL,OpenMP,8.04667
33,-1,16,0.00712952,8052.34,28704672,nlpkkt80.mtx,HLL,OpenMP,8.052340000000001
34,-1,16,0.00709043,8096.74,28704672,nlpkkt80.mtx,HLL,OpenMP,8.09674
35,-1,16,0.00704924,8144.05,28704672,nlpkkt80.mtx,HLL,OpenMP,8.14405
36,-1,16,0.00707252,8117.24,28704672,nlpkkt80.mtx,HLL,OpenMP,8.117239999999999
37,-1,16,0.0070854,8102.49,28704672,nlpkkt80.mtx,HLL,OpenMP,8.10249
38,-1,16,0.00708917,8098.18,28704672,nlpkkt80.mtx,HLL,OpenMP,8.098180000000001
39,-1,16,0.00703935,8155.48,28704672,nlpkkt80.mtx,HLL,OpenMP,8.155479999999999
40,-1,16,0.00766254,7492.21,28704672,nlpkkt80.mtx,HLL,OpenMP,7.49221
1,-1,16,0.00134731,731.18,492564,lung2.mtx,HLL,OpenMP,0.7311799999999999
2,-1,16,0.00200416,491.54,492564,lung2.mtx,HLL,OpenMP,0.49154000000000003
3,-1,16,0.00048215,2043.18,492564,lung2.mtx,HLL,OpenMP,2.04318
4,-1,16,0.00037567,2622.35,492564,lung2.mtx,HLL,OpenMP,2.62235
5,-1,16,0.00030342,3246.75,492564,lung2.mtx,HLL,OpenMP,3.24675
6,-1,16,0.00025586,3850.31,492564,lung2.mtx,HLL,OpenMP,3.85031
7,-1,16,0.00026304,3745.18,492564,lung2.mtx,HLL,OpenMP,3.74518
8,-1,16,0.00019689,5003.33,492564,lung2.mtx,HLL,OpenMP,5.00333
9,-1,16,0.00019038,5174.67,492564,lung2.mtx,HLL,OpenMP,5.17467
10,-1,16,0.00017283,5699.91,492564,lung2.mtx,HLL,OpenMP,5.69991
11,-1,16,0.00018988,5188.15,492564,lung2.mtx,HLL,OpenMP,5.188149999999999
12,-1,16,0.00015151,6501.92,492564,lung2.mtx,HLL,OpenMP,6.50192
13,-1,16,0.00014111,6981.48,492564,lung2.mtx,HLL,OpenMP,6.9814799999999995
14,-1,16,0.00013799,7139.14,492564,lung2.mtx,HLL,OpenMP,7.13914
15,-1,16,0.00012715,7747.64,492564,lung2.mtx,HLL,OpenMP,7.7476400000000005
16,-1,16,0.00013113,7512.33,492564,lung2.mtx,HLL,OpenMP,7.5123299999999995
17,-1,16,0.00012996,7580.2,492564,lung2.mtx,HLL,OpenMP,7.5802
18,-1,16,0.00012333,7987.55,492564,lung2.mtx,HLL,OpenMP,7.987550000000001
19,-1,16,0.00012217,8063.52,492564,lung2.mtx,HLL,OpenMP,8.06352
20,-1,16,0.00011826,8330.23,492564,lung2.mtx,HLL,OpenMP,8.33023
21,-1,16,0.00016242,6065.21,492564,lung2.mtx,HLL,OpenMP,6.06521
22,-1,16,0.00017728,5556.92,492564,lung2.mtx,HLL,OpenMP,5.55692
23,-1,16,0.00022632,4352.8,492564,lung2.mtx,HLL,OpenMP,4.3528
24,-1,16,0.00018494,5326.71,492564,lung2.mtx,HLL,OpenMP,5.32671
25,-1,16,0.00015335,6423.87,492564,lung2.mtx,HLL,OpenMP,6.42387
26,-1,16,0.00016072,6129.29,492564,lung2.mtx,HLL,OpenMP,6.12929
27,-1,16,0.00014908,6607.98,492564,lung2.mtx,HLL,OpenMP,6.6079799999999995
28,-1,16,0.00017999,5473.28,492564,lung2.mtx,HLL,OpenMP,5.47328
29,-1,16,0.00017117,5755.25,492564,lung2.mtx,HLL,OpenMP,5.75525
30,-1,16,0.00016753,5880.35,492564,lung2.mtx,HLL,OpenMP,5.88035
31,-1,16,0.00014336,6871.85,492564,lung2.mtx,HLL,OpenMP,6.87185
32,-1,16,0.00013986,7043.56,492564,lung2.mtx,HLL,OpenMP,7.04356
33,-1,16,0.00014083,6995.15,492564,lung2.mtx,HLL,OpenMP,6.99515
34,-1,16,0.00013882,7096.57,492564,lung2.mtx,HLL,OpenMP,7.09657
35,-1,16,0.00014438,6823.38,492564,lung2.mtx,HLL,OpenMP,6.82338
36,-1,16,0.00014078,6997.87,492564,lung2.mtx,HLL,OpenMP,6.99787
37,-1,16,0.00013747,7166.09,492564,lung2.mtx,HLL,OpenMP,7.1660900000000005
38,-1,16,0.00013702,7189.77,492564,lung2.mtx,HLL,OpenMP,7.18977
39,-1,16,0.00014322,6878.44,492564,lung2.mtx,HLL,OpenMP,6.878439999999999
40,-1,16,0.00014226,6924.65,492564,lung2.mtx,HLL,OpenMP,6.92465
1,-1,16,0.00320859,769.73,1234877,amazon0302.mtx,HLL,OpenMP,0.76973
2,-1,16,0.00196481,1256.99,1234877,amazon0302.mtx,HLL,OpenMP,1.25699
3,-1,16,0.00126791,1947.89,1234877,amazon0302.mtx,HLL,OpenMP,1.9478900000000001
4,-1,16,0.00093742,2634.64,1234877,amazon0302.mtx,HLL,OpenMP,2.63464
5,-1,16,0.00080132,3082.1,1234877,amazon0302.mtx,HLL,OpenMP,3.0821
6,-1,16,0.00066369,3721.22,1234877,amazon0302.mtx,HLL,OpenMP,3.7212199999999998
7,-1,16,0.00061642,4006.63,1234877,amazon0302.mtx,HLL,OpenMP,4.00663
8,-1,16,0.00050387,4901.58,1234877,amazon0302.mtx,HLL,OpenMP,4.90158
9,-1,16,0.00047116,5241.87,1234877,amazon0302.mtx,HLL,OpenMP,5.24187
10,-1,16,0.00043728,5647.94,1234877,amazon0302.mtx,HLL,OpenMP,5.647939999999999
11,-1,16,0.00056395,4379.38,1234877,amazon0302.mtx,HLL,OpenMP,4.37938
12,-1,16,0.00041069,6013.68,1234877,amazon0302.mtx,HLL,OpenMP,6.01368
13,-1,16,0.00035883,6882.79,1234877,amazon0302.mtx,HLL,OpenMP,6.88279
14,-1,16,0.00032987,7487.14,1234877,amazon0302.mtx,HLL,OpenMP,7.48714
15,-1,16,0.00027951,8836.15,1234877,amazon0302.mtx,HLL,OpenMP,8.83615
16,-1,16,0.00027127,9104.27,1234877,amazon0302.mtx,HLL,OpenMP,9.10427
17,-1,16,0.00025638,9633.28,1234877,amazon0302.mtx,HLL,OpenMP,9.633280000000001
18,-1,16,0.0002371,10416.42,1234877,amazon0302.mtx,HLL,OpenMP,10.41642
19,-1,16,0.00024227,10194.22,1234877,amazon0302.mtx,HLL,OpenMP,10.19422
20,-1,16,0.00023166,10661.16,1234877,amazon0302.mtx,HLL,OpenMP,10.66116
21,-1,16,0.00034736,7110.13,1234877,amazon0302.mtx,HLL,OpenMP,7.11013
22,-1,16,0.00036129,6835.93,1234877,amazon0302.mtx,HLL,OpenMP,6.83593
23,-1,16,0.00031793,7768.13,1234877,amazon0302.mtx,HLL,OpenMP,7.76813
24,-1,16,0.0003344,7385.63,1234877,amazon0302.mtx,HLL,OpenMP,7.38563
25,-1,16,0.00029833,8278.55,1234877,amazon0302.mtx,HLL,OpenMP,8.27855
26,-1,16,0.00029962,8242.9,1234877,amazon0302.mtx,HLL,OpenMP,8.242899999999999
27,-1,16,0.00027605,8946.63,1234877,amazon0302.mtx,HLL,OpenMP,8.946629999999999
28,-1,16,0.00029988,8235.93,1234877,amazon0302.mtx,HLL,OpenMP,8.23593
29,-1,16,0.00027915,8847.5,1234877,amazon0302.mtx,HLL,OpenMP,8.8475
30,-1,16,0.00038997,6333.17,1234877,amazon0302.mtx,HLL,OpenMP,6.33317
31,-1,16,0.00025495,9687.06,1234877,amazon0302.mtx,HLL,OpenMP,9.687059999999999
32,-1,16,0.00025651,9628.17,1234877,amazon0302.mtx,HLL,OpenMP,9.62817
33,-1,16,0.00025456,9702.03,1234877,amazon0302.mtx,HLL,OpenMP,9.70203
34,-1,16,0.00024601,10039.36,1234877,amazon0302.mtx,HLL,OpenMP,10.03936
35,-1,16,0.0002457,10051.95,1234877,amazon0302.mtx,HLL,OpenMP,10.051950000000001
36,-1,16,0.0002449,10084.57,1234877,amazon0302.mtx,HLL,OpenMP,10.08457
37,-1,16,0.00024088,10253.0,1234877,amazon0302.mtx,HLL,OpenMP,10.253
38,-1,16,0.00023921,10324.67,1234877,amazon0302.mtx,HLL,OpenMP,10.32467
39,-1,16,0.00023394,10556.99,1234877,amazon0302.mtx,HLL,OpenMP,10.556989999999999
40,-1,16,0.00032749,7541.43,1234877,amazon0302.mtx,HLL,OpenMP,7.54143
1,-1,16,6.257e-05,359.48,11246,adder_dcop_32.mtx,HLL,OpenMP,0.35948
2,-1,16,5.018e-05,448.21,11246,adder_dcop_32.mtx,HLL,OpenMP,0.44821
3,-1,16,0.00011215,200.55,11246,adder_dcop_32.mtx,HLL,OpenMP,0.20055
4,-1,16,2.862e-05,785.75,11246,adder_dcop_32.mtx,HLL,OpenMP,0.78575
5,-1,16,2.35e-05,957.2,11246,adder_dcop_32.mtx,HLL,OpenMP,0.9572
6,-1,16,2.354e-05,955.44,11246,adder_dcop_32.mtx,HLL,OpenMP,0.9554400000000001
7,-1,16,6.364e-05,353.43,11246,adder_dcop_32.mtx,HLL,OpenMP,0.35343
8,-1,16,2.322e-05,968.64,11246,adder_dcop_32.mtx,HLL,OpenMP,0.96864
9,-1,16,2.453e-05,916.82,11246,adder_dcop_32.mtx,HLL,OpenMP,0.9168200000000001
10,-1,16,2.268e-05,991.51,11246,adder_dcop_32.mtx,HLL,OpenMP,0.99151
11,-1,16,5.047e-05,445.69,11246,adder_dcop_32.mtx,HLL,OpenMP,0.44569
12,-1,16,4.991e-05,450.61,11246,adder_dcop_32.mtx,HLL,OpenMP,0.45061
13,-1,16,4.241e-05,530.4,11246,adder_dcop_32.mtx,HLL,OpenMP,0.5304
14,-1,16,3.961e-05,567.86,11246,adder_dcop_32.mtx,HLL,OpenMP,0.56786
15,-1,16,4.09e-05,549.88,11246,adder_dcop_32.mtx,HLL,OpenMP,0.54988
16,-1,16,3.781e-05,594.86,11246,adder_dcop_32.mtx,HLL,OpenMP,0.59486
17,-1,16,3.952e-05,569.19,11246,adder_dcop_32.mtx,HLL,OpenMP,0.5691900000000001
18,-1,16,4.321e-05,520.58,11246,adder_dcop_32.mtx,HLL,OpenMP,0.52058
19,-1,16,4.918e-05,457.36,11246,adder_dcop_32.mtx,HLL,OpenMP,0.45736
20,-1,16,4.37e-05,514.63,11246,adder_dcop_32.mtx,HLL,OpenMP,0.51463
21,-1,16,5.621e-05,400.13,11246,adder_dcop_32.mtx,HLL,OpenMP,0.40013
22,-1,16,4.39e-05,512.39,11246,adder_dcop_32.mtx,HLL,OpenMP,0.51239
23,-1,16,5.783e-05,388.91,11246,adder_dcop_32.mtx,HLL,OpenMP,0.38891000000000003
24,-1,16,5.607e-05,401.11,11246,adder_dcop_32.mtx,HLL,OpenMP,0.40111
25,-1,16,6.18e-05,363.96,11246,adder_dcop_32.mtx,HLL,OpenMP,0.36396
26,-1,16,4.96e-05,453.45,11246,adder_dcop_32.mtx,HLL,OpenMP,0.45344999999999996
27,-1,16,5.446e-05,413.03,11246,adder_dcop_32.mtx,HLL,OpenMP,0.41302999999999995
28,-1,16,5.885e-05,382.22,11246,adder_dcop_32.mtx,HLL,OpenMP,0.38222
29,-1,16,5.844e-05,384.88,11246,adder_dcop_32.mtx,HLL,OpenMP,0.38488
30,-1,16,5.713e-05,393.71,11246,adder_dcop_32.mtx,HLL,OpenMP,0.39371
31,-1,16,6.131e-05,366.86,11246,adder_dcop_32.mtx,HLL,OpenMP,0.36686
32,-1,16,6.483e-05,346.92,11246,adder_dcop_32.mtx,HLL,OpenMP,0.34692
33,-1,16,6.619e-05,339.79,11246,adder_dcop_32.mtx,HLL,OpenMP,0.33979000000000004
34,-1,16,6.776e-05,331.94,11246,adder_dcop_32.mtx,HLL,OpenMP,0.33194
35,-1,16,6.667e-05,337.36,11246,adder_dcop_32.mtx,HLL,OpenMP,0.33736
36,-1,16,7.341e-05,306.41,11246,adder_dcop_32.mtx,HLL,OpenMP,0.30641
37,-1,16,7.754e-05,290.05,11246,adder_dcop_32.mtx,HLL,OpenMP,0.29005000000000003
38,-1,16,9.984e-05,225.27,11246,adder_dcop_32.mtx,HLL,OpenMP,0.22527
39,-1,16,9.203e-05,244.39,11246,adder_dcop_32.mtx,HLL,OpenMP,0.24439
40,-1,16,9.163e-05,245.46,11246,adder_dcop_32.mtx,HLL,OpenMP,0.24546
1,-1,16,0.00082108,1049.2,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,1.0492000000000001
2,-1,16,0.00044279,1945.59,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,1.94559
3,-1,16,0.00028333,3040.51,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,3.0405100000000003
4,-1,16,0.0002034,4235.42,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,4.23542
5,-1,16,0.00016679,5164.97,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,5.16497
6,-1,16,0.00013258,6497.58,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,6.49758
7,-1,16,0.00016136,5338.95,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,5.33895
8,-1,16,0.00010679,8066.7,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.066699999999999
9,-1,16,9.72e-05,8862.62,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.862620000000001
10,-1,16,8.891e-05,9689.67,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,9.68967
11,-1,16,0.00013174,6539.05,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,6.5390500000000005
12,-1,16,9.262e-05,9300.82,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,9.30082
13,-1,16,8.438e-05,10209.0,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,10.209
14,-1,16,8.216e-05,10485.49,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,10.48549
15,-1,16,7.874e-05,10941.34,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,10.94134
16,-1,16,7.768e-05,11090.39,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,11.09039
17,-1,16,7.701e-05,11186.72,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,11.18672
18,-1,16,7.476e-05,11523.5,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,11.5235
19,-1,16,8.051e-05,10700.9,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,10.700899999999999
20,-1,16,7.315e-05,11776.75,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,11.77675
21,-1,16,0.00010024,8594.08,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.59408
22,-1,16,0.00010424,8264.7,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.264700000000001
23,-1,16,0.00011684,7373.31,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,7.37331
24,-1,16,0.00011585,7436.38,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,7.43638
25,-1,16,0.00010207,8440.22,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.44022
26,-1,16,0.00010058,8564.94,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.56494
27,-1,16,0.00011462,7515.68,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,7.515680000000001
28,-1,16,9.557e-05,9014.06,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,9.014059999999999
29,-1,16,0.00012272,7019.86,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,7.0198599999999995
30,-1,16,0.00010203,8443.36,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.44336
31,-1,16,0.00010432,8257.97,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.257969999999998
32,-1,16,0.00018437,4672.47,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,4.672470000000001
33,-1,16,0.00010131,8503.58,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.50358
34,-1,16,0.00010349,8324.2,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.324200000000001
35,-1,16,0.00010393,8288.71,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.288709999999998
36,-1,16,0.00010378,8300.69,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.300690000000001
37,-1,16,0.00010186,8457.16,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.45716
38,-1,16,0.00010393,8288.97,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,8.288969999999999
39,-1,16,0.00017241,4996.74,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,4.99674
40,-1,16,0.00020882,4125.41,430740,FEM_3D_thermal1.mtx,HLL,OpenMP,4.12541
1,-1,16,0.00052283,1125.7,294276,raefsky2.mtx,HLL,OpenMP,1.1257000000000001
2,-1,16,0.00029058,2025.43,294276,raefsky2.mtx,HLL,OpenMP,2.02543
3,-1,16,0.00019003,3097.16,294276,raefsky2.mtx,HLL,OpenMP,3.0971599999999997
4,-1,16,0.00014337,4105.24,294276,raefsky2.mtx,HLL,OpenMP,4.10524
5,-1,16,0.00011858,4963.2,294276,raefsky2.mtx,HLL,OpenMP,4.9632
6,-1,16,9.932e-05,5926.11,294276,raefsky2.mtx,HLL,OpenMP,5.9261099999999995
7,-1,16,8.949e-05,6577.07,294276,raefsky2.mtx,HLL,OpenMP,6.57707
8,-1,16,8.049e-05,7312.37,294276,raefsky2.mtx,HLL,OpenMP,7.31237
9,-1,16,7.51e-05,7836.81,294276,raefsky2.mtx,HLL,OpenMP,7.836810000000001
10,-1,16,6.984e-05,8427.66,294276,raefsky2.mtx,HLL,OpenMP,8.42766
11,-1,16,8.677e-05,6782.55,294276,raefsky2.mtx,HLL,OpenMP,6.7825500000000005
12,-1,16,6.934e-05,8487.44,294276,raefsky2.mtx,HLL,OpenMP,8.487440000000001
13,-1,16,6.854e-05,8586.39,294276,raefsky2.mtx,HLL,OpenMP,8.58639
14,-1,16,6.755e-05,8712.55,294276,raefsky2.mtx,HLL,OpenMP,8.712549999999998
15,-1,16,6.687e-05,8801.4,294276,raefsky2.mtx,HLL,OpenMP,8.8014
16,-1,16,6.48e-05,9082.5,294276,raefsky2.mtx,HLL,OpenMP,9.0825
17,-1,16,6.305e-05,9334.5,294276,raefsky2.mtx,HLL,OpenMP,9.3345
18,-1,16,6.853e-05,8588.32,294276,raefsky2.mtx,HLL,OpenMP,8.58832
19,-1,16,6.459e-05,9111.75,294276,raefsky2.mtx,HLL,OpenMP,9.11175
20,-1,16,6.702e-05,8782.1,294276,raefsky2.mtx,HLL,OpenMP,8.7821
21,-1,16,6.737e-05,8736.11,294276,raefsky2.mtx,HLL,OpenMP,8.73611
22,-1,16,6.753e-05,8715.0,294276,raefsky2.mtx,HLL,OpenMP,8.715
23,-1,16,7.157e-05,8223.48,294276,raefsky2.mtx,HLL,OpenMP,8.22348
24,-1,16,7.431e-05,7920.58,294276,raefsky2.mtx,HLL,OpenMP,7.92058
25,-1,16,7.032e-05,8369.51,294276,raefsky2.mtx,HLL,OpenMP,8.36951
26,-1,16,8.009e-05,7348.6,294276,raefsky2.mtx,HLL,OpenMP,7.3486
27,-1,16,7.715e-05,7628.39,294276,raefsky2.mtx,HLL,OpenMP,7.6283900000000004
28,-1,16,7.806e-05,7539.57,294276,raefsky2.mtx,HLL,OpenMP,7.539569999999999
29,-1,16,7.712e-05,7631.75,294276,raefsky2.mtx,HLL,OpenMP,7.63175
30,-1,16,8.007e-05,7350.15,294276,raefsky2.mtx,HLL,OpenMP,7.350149999999999
31,-1,16,8.241e-05,7142.15,294276,raefsky2.mtx,HLL,OpenMP,7.14215
32,-1,16,8.445e-05,6969.58,294276,raefsky2.mtx,HLL,OpenMP,6.96958
33,-1,16,8.555e-05,6879.39,294276,raefsky2.mtx,HLL,OpenMP,6.87939
34,-1,16,8.871e-05,6634.33,294276,raefsky2.mtx,HLL,OpenMP,6.63433
35,-1,16,8.914e-05,6602.36,294276,raefsky2.mtx,HLL,OpenMP,6.60236
36,-1,16,8.921e-05,6597.6,294276,raefsky2.mtx,HLL,OpenMP,6.597600000000001
37,-1,16,0.00013533,4349.09,294276,raefsky2.mtx,HLL,OpenMP,4.34909
38,-1,16,9.386e-05,6270.49,294276,raefsky2.mtx,HLL,OpenMP,6.27049
39,-1,16,9.887e-05,5952.6,294276,raefsky2.mtx,HLL,OpenMP,5.9526
40,-1,16,0.00013841,4252.12,294276,raefsky2.mtx,HLL,OpenMP,4.25212
1,-1,16,0.02799349,613.02,8580313,thermal2.mtx,HLL,OpenMP,0.61302
2,-1,16,0.01481553,1158.29,8580313,thermal2.mtx,HLL,OpenMP,1.15829
3,-1,16,0.00978819,1753.2,8580313,thermal2.mtx,HLL,OpenMP,1.7532
4,-1,16,0.00758718,2261.79,8580313,thermal2.mtx,HLL,OpenMP,2.26179
5,-1,16,0.00620374,2766.17,8580313,thermal2.mtx,HLL,OpenMP,2.7661700000000002
6,-1,16,0.00523646,3277.14,8580313,thermal2.mtx,HLL,OpenMP,3.2771399999999997
7,-1,16,0.00457835,3748.22,8580313,thermal2.mtx,HLL,OpenMP,3.74822
8,-1,16,0.00416168,4123.49,8580313,thermal2.mtx,HLL,OpenMP,4.123489999999999
9,-1,16,0.00391246,4386.15,8580313,thermal2.mtx,HLL,OpenMP,4.38615
10,-1,16,0.0036296,4727.97,8580313,thermal2.mtx,HLL,OpenMP,4.72797
11,-1,16,0.00338436,5070.57,8580313,thermal2.mtx,HLL,OpenMP,5.07057
12,-1,16,0.00305374,5619.54,8580313,thermal2.mtx,HLL,OpenMP,5.61954
13,-1,16,0.00299262,5734.31,8580313,thermal2.mtx,HLL,OpenMP,5.734310000000001
14,-1,16,0.00305244,5621.94,8580313,thermal2.mtx,HLL,OpenMP,5.6219399999999995
15,-1,16,0.00296024,5797.04,8580313,thermal2.mtx,HLL,OpenMP,5.79704
16,-1,16,0.00285474,6011.27,8580313,thermal2.mtx,HLL,OpenMP,6.011270000000001
17,-1,16,0.00276982,6195.57,8580313,thermal2.mtx,HLL,OpenMP,6.19557
18,-1,16,0.00278941,6152.07,8580313,thermal2.mtx,HLL,OpenMP,6.15207
19,-1,16,0.00271184,6328.04,8580313,thermal2.mtx,HLL,OpenMP,6.32804
20,-1,16,0.00271292,6325.51,8580313,thermal2.mtx,HLL,OpenMP,6.32551
21,-1,16,0.00371289,4621.9,8580313,thermal2.mtx,HLL,OpenMP,4.621899999999999
22,-1,16,0.00353107,4859.9,8580313,thermal2.mtx,HLL,OpenMP,4.8599
23,-1,16,0.00371321,4621.51,8580313,thermal2.mtx,HLL,OpenMP,4.62151
24,-1,16,0.00356815,4809.38,8580313,thermal2.mtx,HLL,OpenMP,4.80938
25,-1,16,0.00348683,4921.56,8580313,thermal2.mtx,HLL,OpenMP,4.92156
26,-1,16,0.0032856,5222.97,8580313,thermal2.mtx,HLL,OpenMP,5.22297
